entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,equity_after
2025-12-23 20:36:00.959461,2025-12-30 04:06:00.959461,LONG,49233.134840100676,54698.23625512997,11.020453856490839,11102.045385649084
2025-12-30 04:06:00.959461,2026-01-05 02:06:00.959461,SHORT,54698.23625512997,49039.91405212812,10.264615458183387,12241.627652478954
2026-01-05 02:06:00.959461,2026-01-07 02:51:00.959461,LONG,49039.91405212812,51485.27635522823,4.906473468327757,12842.259865339307
2026-01-07 02:51:00.959461,2026-01-08 16:51:00.959461,SHORT,51485.27635522823,52652.13389994257,-2.3463907573565015,12540.930266823283
2026-01-08 16:51:00.959461,2026-01-09 20:36:00.959461,LONG,52652.13389994257,55483.95454064598,5.298358731072241,13205.393740573198
2026-01-09 20:36:00.959461,2026-01-11 12:06:00.959461,SHORT,55483.95454064598,51477.84737860692,7.140298544337348,14148.298277605361
2026-01-11 12:06:00.959461,2026-01-16 18:06:00.959461,LONG,51477.84737860692,50762.1021782645,-1.470394580951095,13940.262466434655
2026-01-16 18:06:00.959461,2026-01-17 06:36:00.959461,SHORT,50762.1021782645,47415.60641246443,6.512508233894574,14848.123207387727
2026-01-17 06:36:00.959461,2026-01-20 20:21:00.959461,LONG,47415.60641246443,49157.16419420285,3.5929632150831337,15381.61081235939
2026-01-20 20:21:00.959461,2026-01-21 16:21:00.959461,SHORT,49157.16419420285,47447.67115610298,3.3976071120503577,15904.217515268017
2026-01-21 16:21:00.959461,2026-01-23 04:36:00.959461,LONG,47447.67115610298,50163.60677214342,5.6440651645578255,16801.861915742764
2026-01-23 04:36:00.959461,2026-01-25 13:06:00.959461,SHORT,50163.60677214342,47740.68738921257,4.7500342396359185,17599.956109636893
2026-01-25 13:06:00.959461,2026-01-26 03:51:00.959461,LONG,47740.68738921257,51372.862162381716,7.528132542284813,18924.90413295431
2026-01-26 03:51:00.959461,2026-01-27 16:51:00.959461,SHORT,51372.862162381716,49894.23430354307,2.7982275244173342,19454.466009372234
2026-01-27 16:51:00.959461,2026-02-02 16:06:00.959461,LONG,49894.23430354307,47656.731358495366,-4.564491998484909,18566.46846502647
2026-02-02 16:06:00.959461,2026-02-05 12:21:00.959461,SHORT,47656.731358495366,44596.17302397171,6.342090326549597,19743.970665528796
2026-02-05 12:21:00.959461,2026-02-08 06:21:00.959461,LONG,44596.17302397171,52527.13330497128,17.703948135496862,23239.432992041726
2026-02-08 06:21:00.959461,2026-02-09 23:51:00.959461,SHORT,52527.13330497128,51011.55338828668,2.8053276798586677,23891.375238409677
2026-02-09 23:51:00.959461,2026-02-10 19:51:00.959461,LONG,51011.55338828668,55344.018995843,8.413106599947499,25901.382105410543
2026-02-10 19:51:00.959461,2026-02-11 17:21:00.959461,SHORT,55344.018995843,49338.88217791572,10.770561500382424,28691.106394522834
2026-02-11 17:21:00.959461,2026-02-24 00:06:00.959461,LONG,49338.88217791572,55148.065017145156,11.694046315604707,32046.25766475776
2026-02-24 00:06:00.959461,2026-02-28 22:06:00.959461,SHORT,55148.065017145156,45987.6658880476,16.530554017171134,37343.68159851239
2026-02-28 22:06:00.959461,2026-03-02 02:21:00.959461,LONG,45987.6658880476,50256.875824306735,9.203380345182335,40780.56265091735
